timestamp,supply_air_temp_c,return_air_temp_c,fan_speed_pct,remote_avg_temp_c,unit,source
2026-01-19T22:20:01.468525+02:00,17.8,35.7,70,21.9,C,vertiv_modbus
2026-01-19T22:30:01.976036+02:00,17.7,35.5,70,21.8,C,vertiv_modbus
2026-01-19T22:40:02.198985+02:00,17.7,35.6,70,21.9,C,vertiv_modbus
2026-01-19T22:50:01.725232+02:00,18.2,35.6,70,22,C,vertiv_modbus
2026-01-19T23:00:01.706605+02:00,18,35.4,70,21.9,C,vertiv_modbus
2026-01-19T23:10:02.233212+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-19T23:20:01.746312+02:00,18.1,35.5,70,21.9,C,vertiv_modbus
2026-01-19T23:30:01.487144+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-19T23:40:02.080218+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-19T23:50:01.629555+02:00,17.8,35.6,70,21.9,C,vertiv_modbus
2026-01-20T00:00:02.177154+02:00,17.8,35.7,70,21.9,C,vertiv_modbus
2026-01-20T00:10:02.200237+02:00,18.4,35.6,70,22,C,vertiv_modbus
2026-01-20T00:20:01.745738+02:00,18,35.4,70,21.9,C,vertiv_modbus
2026-01-20T00:30:01.569496+02:00,18.1,35.3,70,21.9,C,vertiv_modbus
2026-01-20T00:40:01.843053+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T00:50:01.395943+02:00,18,35.3,70,21.9,C,vertiv_modbus
2026-01-20T01:00:01.925517+02:00,18.1,35.5,70,21.9,C,vertiv_modbus
2026-01-20T01:10:02.205659+02:00,18.1,35.4,70,21.9,C,vertiv_modbus
2026-01-20T01:20:01.761939+02:00,18,35.6,70,21.9,C,vertiv_modbus
2026-01-20T01:30:02.283245+02:00,18.2,35.5,70,21.9,C,vertiv_modbus
2026-01-20T01:40:01.851568+02:00,18,35.3,70,21.8,C,vertiv_modbus
2026-01-20T01:50:01.519577+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T02:00:02.327240+02:00,17.9,35.6,70,21.8,C,vertiv_modbus
2026-01-20T02:10:01.824393+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T02:20:01.372412+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T02:30:02.058436+02:00,17.9,35.6,70,21.9,C,vertiv_modbus
2026-01-20T02:40:01.904186+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T02:50:01.428642+02:00,17.8,35.6,70,21.8,C,vertiv_modbus
2026-01-20T03:00:01.983084+02:00,17.7,35.6,70,21.8,C,vertiv_modbus
2026-01-20T03:10:01.795767+02:00,17.7,35.7,70,21.8,C,vertiv_modbus
2026-01-20T03:20:01.443314+02:00,18.1,35.6,70,21.9,C,vertiv_modbus
2026-01-20T03:30:02.175132+02:00,18,35.6,70,21.8,C,vertiv_modbus
2026-01-20T03:40:01.893429+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T03:50:01.508770+02:00,17.8,35.5,70,21.8,C,vertiv_modbus
2026-01-20T04:00:02.059648+02:00,17.9,35.3,70,21.8,C,vertiv_modbus
2026-01-20T04:10:01.795398+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T04:20:02.328185+02:00,17.9,35.6,70,21.8,C,vertiv_modbus
2026-01-20T04:30:01.975723+02:00,17.8,35.6,70,21.8,C,vertiv_modbus
2026-01-20T04:40:01.957761+02:00,17.8,35.7,70,21.8,C,vertiv_modbus
2026-01-20T04:50:01.490622+02:00,18.3,35.8,70,21.9,C,vertiv_modbus
2026-01-20T05:00:01.607787+02:00,18,35.5,70,21.9,C,vertiv_modbus
2026-01-20T05:10:02.254587+02:00,18,35.5,70,21.8,C,vertiv_modbus
2026-01-20T05:20:01.774017+02:00,18.3,35.5,70,21.9,C,vertiv_modbus
2026-01-20T05:30:01.690580+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T05:40:01.396675+02:00,17.9,35.6,70,21.8,C,vertiv_modbus
2026-01-20T05:50:02.150803+02:00,17.8,35.5,70,21.8,C,vertiv_modbus
2026-01-20T06:00:01.685999+02:00,17.9,35.7,70,21.8,C,vertiv_modbus
2026-01-20T06:10:02.187013+02:00,17.7,35.7,70,21.8,C,vertiv_modbus
2026-01-20T06:20:01.690298+02:00,18,35.8,70,21.8,C,vertiv_modbus
2026-01-20T06:30:02.218035+02:00,18,35.5,70,21.8,C,vertiv_modbus
2026-01-20T06:40:01.981201+02:00,18.1,35.5,70,21.8,C,vertiv_modbus
2026-01-20T06:50:01.519288+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T07:00:02.130022+02:00,17.9,35.3,70,21.8,C,vertiv_modbus
2026-01-20T07:10:01.644725+02:00,18,35.4,70,21.8,C,vertiv_modbus
2026-01-20T07:20:01.374213+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T07:30:01.910264+02:00,18,35.5,70,21.8,C,vertiv_modbus
2026-01-20T07:40:01.624930+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T07:50:01.802238+02:00,17.8,35.5,70,21.8,C,vertiv_modbus
2026-01-20T08:00:01.813301+02:00,17.7,35.5,70,21.8,C,vertiv_modbus
2026-01-20T08:10:01.443423+02:00,17.9,35.7,70,21.8,C,vertiv_modbus
2026-01-20T08:20:02.213655+02:00,17.7,35.7,70,21.8,C,vertiv_modbus
2026-01-20T08:30:01.743734+02:00,17.9,35.6,70,21.9,C,vertiv_modbus
2026-01-20T08:40:01.660652+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T08:50:02.285521+02:00,18.4,35.7,70,21.9,C,vertiv_modbus
2026-01-20T09:00:01.818009+02:00,18.4,35.4,70,21.9,C,vertiv_modbus
2026-01-20T09:10:01.620292+02:00,17.7,35.5,70,21.7,C,vertiv_modbus
2026-01-20T09:20:02.239007+02:00,18.3,35.6,70,21.9,C,vertiv_modbus
2026-01-20T09:30:01.922604+02:00,18.3,35.5,70,21.9,C,vertiv_modbus
2026-01-20T09:40:01.499778+02:00,17.8,35.5,70,21.7,C,vertiv_modbus
2026-01-20T09:50:02.066606+02:00,17.9,35.5,70,21.8,C,vertiv_modbus
2026-01-20T10:00:01.607304+02:00,18.2,35.5,70,21.9,C,vertiv_modbus
2026-01-20T10:10:02.185021+02:00,17.7,35.6,70,21.7,C,vertiv_modbus
2026-01-20T10:20:01.728691+02:00,18.2,35.5,70,21.9,C,vertiv_modbus
2026-01-20T10:30:02.295208+02:00,18.3,35.5,70,21.9,C,vertiv_modbus
2026-01-20T10:40:01.473720+02:00,17.7,35.5,70,21.8,C,vertiv_modbus
2026-01-20T10:50:01.513530+02:00,18.3,35.7,70,21.8,C,vertiv_modbus
2026-01-20T11:00:01.384877+02:00,18.2,35.5,70,21.8,C,vertiv_modbus
2026-01-20T11:10:02.247504+02:00,17.9,35.4,70,21.8,C,vertiv_modbus
2026-01-20T11:20:01.917812+02:00,17.8,35.8,70,21.8,C,vertiv_modbus
2026-01-20T11:30:01.567187+02:00,18.3,35.7,70,22,C,vertiv_modbus
